Id,MSSubClass,LotShape,LandContour,LandSlope,BldgType,HouseStyle,OverallQual,OverallCond,LotFrontage,LotArea,GarageArea,GrLivArea,TotalBsmtSF,SalePrice
1240,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Hillside - Significant slope from side to side,Gentle slope,Single-family Detached,One story,Very Good,Average,64,9037,472,1484,1476,265900
1241,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Good,Average,65,8158,543,1768,884,224900
1242,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Good,Above Average,83,9849,954,1689,1689,248328
1243,SPLIT FOYER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Split Foyer,Good,Above Average,85,10625,528,1173,1053,170000
1244,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Very Excellent,Average,107,13891,850,2076,2076,465000
1245,2-STORY 1945 & OLDER,Slightly irregular,Hillside - Significant slope from side to side,Moderate Slope,Single-family Detached,Two story,Very Good,Good,NA,11435,400,1517,792,230000
1246,SPLIT OR MULTI-LEVEL,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Split Level,Above Average,Good,78,12090,477,1868,585,178000
1247,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Good,Average,65,8125,615,1553,756,186500
1248,SPLIT OR MULTI-LEVEL,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Split Level,Above Average,Average,NA,12328,888,1034,1012,169900
1249,2-1/2 STORY ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two and one-half story: 2nd level unfinished,Above Average,Average,60,9600,396,2058,735,129500
1250,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Good,60,7200,276,988,876,119000
1251,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Good,Average,93,11160,522,2110,2110,244000
1252,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,Good,Average,NA,3136,478,1405,1405,171750
1253,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Above Average,62,9858,288,874,864,130000
1254,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Good,Good,NA,17542,518,2167,1192,294000
1255,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Good,Average,60,6931,397,1656,746,165400
1256,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,Above Average,Above Average,52,6240,560,1367,884,127500
1257,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Very Good,Average,91,14303,691,1987,1986,301500
1258,1-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Very Good,56,4060,0,864,864,99900
1259,SPLIT OR MULTI-LEVEL,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Split Level,Good,Average,59,9587,400,1166,856,190000
1260,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Above Average,Very Good,65,9750,460,1054,1054,151000
1261,2-STORY 1946 & NEWER,Irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Above Average,Average,NA,24682,502,1675,841,181000
1262,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Above Average,80,9600,338,1050,1050,128900
1263,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,Below Average,Average,NA,11250,304,1788,1104,161500
1264,2-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Above Average,Above Average,60,13515,520,1824,764,180500
1265,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,Above Average,Average,34,4060,511,1337,1405,181000
1266,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,Two story,Good,Average,35,3735,506,1452,691,183900
1267,2 FAMILY CONVERSION - ALL STYLES AND AGES,Slightly irregular,Banked - Quick and significant rise from street grade to building,Gentle slope,Two-family Conversion; originally built as one-family dwelling,Two and one-half story: 2nd level unfinished,Good,Below Average,60,10120,308,1889,925,122000
1268,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Hillside - Significant slope from side to side,Gentle slope,Single-family Detached,One story,Excellent,Average,89,13214,746,2018,2002,378500
1269,1-1/2 STORY FINISHED ALL AGES,Slightly irregular,Near Flat/Level,Moderate Slope,Single-family Detached,One and one-half story: 2nd level finished,Very Good,Excellent,NA,14100,1014,3447,728,381000
1270,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,Average,Average,78,11344,315,1524,874,144000
1271,1-STORY W/FINISHED ATTIC ALL AGES,Regular,Depression,Severe Slope,Single-family Detached,One story,Good,Above Average,NA,23595,586,1524,1332,260000
1272,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Above Average,Good,NA,9156,462,1489,1489,185750
1273,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Above Average,NA,13526,288,935,935,137000
1274,SPLIT OR MULTI-LEVEL,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Split Level,Above Average,Good,124,11512,312,1357,1019,177000
1275,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,Average,Above Average,53,5362,552,1250,661,139000
1276,DUPLEX - ALL STYLES AND AGES,Regular,Near Flat/Level,Gentle slope,Duplex,Two story,Average,Average,95,11345,400,1920,928,137000
1277,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Above Average,Above Average,NA,12936,497,1395,723,162000
1278,SPLIT OR MULTI-LEVEL,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Split Level,Above Average,Average,NA,17871,480,1724,1680,197900
1279,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Very Good,Average,75,9473,577,2031,1128,237000
1280,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,Below Average,Below Average,60,7500,528,1128,698,68400
1281,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Good,Average,67,9808,544,1573,1573,227000
1282,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Good,Average,50,8049,484,1339,1309,180000
1283,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Good,61,8800,484,1040,1040,150500
1284,DUPLEX - ALL STYLES AND AGES,Regular,Depression,Gentle slope,Duplex,Two story,Above Average,Average,94,9400,0,1824,912,139000
1285,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,Above Average,Good,50,9638,336,2447,804,169000
1286,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,Above Average,Above Average,50,6000,280,1412,780,132500
1287,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Above Average,Average,NA,9790,528,1328,1328,143000
1288,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Depression,Moderate Slope,Single-family Detached,One story,Average,Average,NA,36500,390,1582,1624,190000
1289,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,Very Good,Average,40,5664,499,1659,1501,278000
1290,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Very Good,Average,86,11065,753,1970,1085,281000
1291,SPLIT OR MULTI-LEVEL,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Split Level,Average,Good,NA,14112,484,1152,1152,180500
1292,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse Inside Unit,Two story,Average,Good,21,1680,264,1302,630,119500
1293,2-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Average,Below Average,60,6600,432,2372,994,107500
1294,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Good,Average,78,10140,528,1664,832,162900
1295,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Good,60,8172,572,864,864,115000
1296,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Average,70,8400,288,1052,1052,138500
1297,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Above Average,80,8700,525,1128,1120,155000
1298,PUD - MULTILEVEL - INCL SPLIT LEV/FOYER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,Split Foyer,Above Average,Average,35,3675,525,1072,547,140000
1299,2-STORY 1946 & NEWER,Irregular,Banked - Quick and significant rise from street grade to building,Gentle slope,Single-family Detached,Two story,Very Excellent,Average,313,63887,1418,5642,6110,160000
1300,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Good,75,7500,305,1246,1246,154000
1301,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Good,Average,NA,10762,490,1983,978,225000
1302,2-STORY 1945 & OLDER,Slightly irregular,Banked - Quick and significant rise from street grade to building,Gentle slope,Single-family Detached,Two story,Above Average,Good,NA,7500,213,1494,771,177500
1303,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Very Good,Average,92,10120,844,2526,1165,290000
1304,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Good,Average,73,8688,834,1616,1616,232000
1305,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,Two story,Good,Average,32,3363,380,1708,976,130000
1306,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Excellent,Average,108,13173,840,1652,1652,325000
1307,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,Good,Average,48,6955,474,1368,1368,202500
1308,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Average,60,8072,480,990,990,138000
1309,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Good,100,12000,528,1122,924,147000
1310,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Above Average,Average,NA,7153,496,1294,1278,179200
1311,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Good,Very Good,100,17500,567,1902,1902,335000
1312,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Good,Average,68,8814,508,1274,1274,203000
1313,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Very Good,Average,NA,9572,750,2810,1453,302000
1314,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Excellent,Average,108,14774,779,2599,1393,333168
1315,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Below Average,Above Average,60,8190,280,948,948,119000
1316,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Above Average,Average,85,11075,576,2112,952,206900
1317,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Very Good,Average,61,10226,860,1630,1622,295493
1318,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,Good,Average,47,4230,466,1352,1352,208900
1319,1-STORY 1946 & NEWER ALL STYLES,Moderately Irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Very Good,Average,NA,14781,748,1787,1753,275000
1320,1-STORY 1946 & NEWER ALL STYLES,Regular,Banked - Quick and significant rise from street grade to building,Gentle slope,Single-family Detached,One story,Below Average,Average,75,10215,248,948,864,111000
1321,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Above Average,Fair,70,8400,442,1478,1478,156500
1322,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Fair,Above Average,NA,6627,287,720,0,72500
1323,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Good,Average,107,10186,564,1923,750,190000
1324,1-STORY 1945 & OLDER,Regular,Hillside - Significant slope from side to side,Gentle slope,Single-family Detached,One story,Below Average,Good,50,5330,0,708,420,82500
1325,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Very Good,Average,75,9986,895,1795,1795,147000
1326,1-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Below Average,Below Average,40,3636,0,796,796,55000
1327,1-STORY 1945 & OLDER,Regular,Banked - Quick and significant rise from street grade to building,Moderate Slope,Single-family Detached,One story,Fair,Above Average,70,4270,0,774,544,79000
1328,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Excellent,60,6600,264,816,816,130500
1329,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,Above Average,Good,60,10440,520,2792,1510,256000
1330,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Good,Average,63,9084,462,1632,935,176500
1331,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Very Good,Average,85,10000,825,1588,1588,227000
1332,SPLIT OR MULTI-LEVEL,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Split Level,Average,Average,55,10780,576,954,911,132500
1333,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Moderate Slope,Single-family Detached,One story,Below Average,Above Average,67,8877,288,816,816,100000
1334,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,Average,Above Average,60,7200,297,1360,803,125500
1335,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,Two story,Average,Above Average,24,2368,440,1365,765,125000
1336,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Above Average,Average,80,9650,630,1334,1350,167900
1337,DUPLEX - ALL STYLES AND AGES,Slightly irregular,Near Flat/Level,Gentle slope,Duplex,One story,Average,Average,87,9246,506,1656,1656,135000
1338,1-STORY 1945 & OLDER,Slightly irregular,Banked - Quick and significant rise from street grade to building,Moderate Slope,Single-family Detached,One story,Below Average,Below Average,153,4118,0,693,693,52500
1339,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Good,Average,95,13450,492,1861,916,200000
1340,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Good,120,9560,288,864,864,128500
1341,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Below Average,Average,70,8294,480,872,858,123000
1342,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Above Average,Average,66,13695,576,1114,1114,155000
1343,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Very Good,Average,NA,9375,647,2169,1284,228500
1344,1-1/2 STORY FINISHED ALL AGES,Regular,Banked - Quick and significant rise from street grade to building,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,Above Average,Above Average,57,7558,342,1913,896,177000
